STD_DT,PBNTC_DT,BASE_AST,STK_TP_CD,EXR_DT,STK_NM,STK_CD,BID_PRC,STK_CLPRC,ASK_PRC,SETL_PRC,TRD_AMT,OPN_INT,BASE_CLPRC,Strike,TTM,Price,S,IV,Option
20241028,20241025,S&P500,C,20241115,SPX241115C07200000,SPX US 11/15/24 C7200 Index,,0.1,0.15,0.05,10,348,5808.12,7200.0,0.049315068493150684,0.05,5808.12,0.28982003153470426,Call
20241028,20241025,S&P500,C,20241115,SPX241115C07400000,SPX US 11/15/24 C7400 Index,,0.1,0.15,0.075,0,543,5808.12,7400.0,0.049315068493150684,0.075,5808.12,0.33371837115302816,Call
20241028,20241025,S&P500,C,20241115,SPX241115C07600000,SPX US 11/15/24 C7600 Index,,0.05,0.1,0.05,0,571,5808.12,7600.0,0.049315068493150684,0.05,5808.12,0.35673663533814576,Call
20241028,20241025,S&P500,C,20241115,SPX241115C07800000,SPX US 11/15/24 C7800 Index,,0.05,0.05,0.05,730,180,5808.12,7800.0,0.049315068493150684,0.05,5808.12,0.3884728461531087,Call
20241028,20241025,S&P500,C,20241115,SPX241115C08000000,SPX US 11/15/24 C8000 Index,,0.05,0.05,0.05,100,441,5808.12,8000.0,0.049315068493150684,0.05,5808.12,0.4191539058208068,Call
20241028,20241025,S&P500,C,20241115,SPX241115C08200000,SPX US 11/15/24 C8200 Index,,0.05,0.1,0.025,0,1750,5808.12,8200.0,0.049315068493150684,0.025,5808.12,0.4288269235034145,Call
20241028,20241025,S&P500,C,20241115,SPX241115C08400000,SPX US 11/15/24 C8400 Index,,0.05,0.1,0.025,0,962,5808.12,8400.0,0.049315068493150684,0.025,5808.12,0.4566277319732231,Call
20241028,20241025,S&P500,C,20241115,SPX241115C08600000,SPX US 11/15/24 C8600 Index,,0.0,0.1,0.05,0,0,5808.12,8600.0,0.049315068493150684,0.05,5808.12,0.5058700403046323,Call
20241028,20241025,S&P500,C,20241115,SPX241115C08800000,SPX US 11/15/24 C8800 Index,,0.1,0.1,0.05,0,8,5808.12,8800.0,0.049315068493150684,0.05,5808.12,0.5331484299385489,Call
20241028,20241025,S&P500,C,20241115,SPX241115C09000000,SPX US 11/15/24 C9000 Index,,0.0,0.1,0.05,0,201,5808.12,9000.0,0.049315068493150684,0.05,5808.12,0.5596921698215598,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05640000,SPX US 01/17/25 C5640 Index,322.6,357.9,324.3,325.40001,0,201,5808.12,5640.0,0.2219178082191781,325.40001,5808.12,0.1927344916873609,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05645000,SPX US 01/17/25 C5645 Index,318.7,332.9,320.4,321.5,0,19,5808.12,5645.0,0.2219178082191781,321.5,5808.12,0.19198645902025868,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05650000,SPX US 01/17/25 C5650 Index,314.9,338.25,316.5,317.5,2,3927,5808.12,5650.0,0.2219178082191781,317.5,5808.12,0.19112569875126223,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05655000,SPX US 01/17/25 C5655 Index,310.9,0.0,312.6,313.54999,0,0,5808.12,5655.0,0.2219178082191781,313.54999,5808.12,0.1903031227511398,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05660000,SPX US 01/17/25 C5660 Index,307.0,328.29,308.7,309.7,2,132,5808.12,5660.0,0.2219178082191781,309.7,5808.12,0.18956796758902522,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05665000,SPX US 01/17/25 C5665 Index,303.3,355.59,304.9,305.90001,0,2,5808.12,5665.0,0.2219178082191781,305.90001,5808.12,0.18886949413515672,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05670000,SPX US 01/17/25 C5670 Index,299.3,320.28,301.0,302.0,2,418,5808.12,5670.0,0.2219178082191781,302.0,5808.12,0.18805878732053372,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05675000,SPX US 01/17/25 C5675 Index,295.6,318.1,297.2,298.09999,0,1055,5808.12,5675.0,0.2219178082191781,298.09999,5808.12,0.1872353886054861,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05680000,SPX US 01/17/25 C5680 Index,291.6,338.5,293.4,294.3,0,217,5808.12,5680.0,0.2219178082191781,294.3,5808.12,0.18649749082343578,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05685000,SPX US 01/17/25 C5685 Index,287.8,266.83,289.5,290.5,0,4,5808.12,5685.0,0.2219178082191781,290.5,5808.12,0.18574611697298868,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05690000,SPX US 01/17/25 C5690 Index,284.0,306.84,285.7,286.7,4,56,5808.12,5690.0,0.2219178082191781,286.7,5808.12,0.18498122212371315,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05695000,SPX US 01/17/25 C5695 Index,280.4,261.55,282.0,282.90001,0,23,5808.12,5695.0,0.2219178082191781,282.90001,5808.12,0.18420275526819915,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05700000,SPX US 01/17/25 C5700 Index,276.5,281.07,278.2,279.09999,39,9810,5808.12,5700.0,0.2219178082191781,279.09999,5808.12,0.18341061068321338,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05705000,SPX US 01/17/25 C5705 Index,272.9,292.63,274.4,275.3,0,22,5808.12,5705.0,0.2219178082191781,275.3,5808.12,0.18260477354972524,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05710000,SPX US 01/17/25 C5710 Index,269.0,313.2,270.7,271.55,0,86,5808.12,5710.0,0.2219178082191781,271.55,5808.12,0.18183333059472573,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05715000,SPX US 01/17/25 C5715 Index,265.3,310.95,267.0,267.8,0,27,5808.12,5715.0,0.2219178082191781,267.8,5808.12,0.18104772077660164,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05720000,SPX US 01/17/25 C5720 Index,261.6,305.6,263.3,264.09999,0,270,5808.12,5720.0,0.2219178082191781,264.09999,5808.12,0.18029578018783474,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05725000,SPX US 01/17/25 C5725 Index,257.9,303.3,259.6,260.35001,0,2310,5808.12,5725.0,0.2219178082191781,260.35001,5808.12,0.17948147008846718,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05730000,SPX US 01/17/25 C5730 Index,254.2,286.6,255.9,256.7,0,170,5808.12,5730.0,0.2219178082191781,256.7,5808.12,0.17874811357147424,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05735000,SPX US 01/17/25 C5735 Index,250.7,240.8,252.3,253.0,0,152,5808.12,5735.0,0.2219178082191781,253.0,5808.12,0.17795209065024148,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05740000,SPX US 01/17/25 C5740 Index,247.1,284.56,248.6,249.25,0,308,5808.12,5740.0,0.2219178082191781,249.25,5808.12,0.17709377202875523,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05745000,SPX US 01/17/25 C5745 Index,243.3,267.3,245.0,245.7,0,22,5808.12,5745.0,0.2219178082191781,245.7,5808.12,0.1764098979569928,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05750000,SPX US 01/17/25 C5750 Index,239.9,239.85,241.4,242.1,0,3562,5808.12,5750.0,0.2219178082191781,242.1,5808.12,0.1756630454053852,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05755000,SPX US 01/17/25 C5755 Index,236.3,266.9,237.8,238.5,0,80,5808.12,5755.0,0.2219178082191781,238.5,5808.12,0.17490053034042008,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05760000,SPX US 01/17/25 C5760 Index,232.8,273.0,234.2,234.9,0,269,5808.12,5760.0,0.2219178082191781,234.9,5808.12,0.1741222427820414,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05765000,SPX US 01/17/25 C5765 Index,229.2,230.95,230.7,231.3,1,38,5808.12,5765.0,0.2219178082191781,231.3,5808.12,0.1733280637169208,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05770000,SPX US 01/17/25 C5770 Index,225.7,246.25,227.1,227.75,1,117,5808.12,5770.0,0.2219178082191781,227.75,5808.12,0.17256463031421204,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05775000,SPX US 01/17/25 C5775 Index,222.2,237.98,223.6,224.2,1,3402,5808.12,5775.0,0.2219178082191781,224.2,5808.12,0.1717848509543671,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05780000,SPX US 01/17/25 C5780 Index,218.7,220.4,220.1,220.7,11,224,5808.12,5780.0,0.2219178082191781,220.7,5808.12,0.17103517184807876,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05785000,SPX US 01/17/25 C5785 Index,215.2,229.57,216.6,217.2,0,64,5808.12,5785.0,0.2219178082191781,217.2,5808.12,0.17026869510560352,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05790000,SPX US 01/17/25 C5790 Index,211.7,241.7,213.2,213.75,0,42,5808.12,5790.0,0.2219178082191781,213.75,5808.12,0.1695316926603735,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05795000,SPX US 01/17/25 C5795 Index,208.3,230.07,209.7,210.25,22,39,5808.12,5795.0,0.2219178082191781,210.25,5808.12,0.16873110439291725,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05800000,SPX US 01/17/25 C5800 Index,205.0,212.49,206.3,206.85,433,8590,5808.12,5800.0,0.2219178082191781,206.85,5808.12,0.1680057940982192,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05805000,SPX US 01/17/25 C5805 Index,201.6,202.4,202.9,203.45,0,15,5808.12,5805.0,0.2219178082191781,203.45,5808.12,0.16726278280534584,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05810000,SPX US 01/17/25 C5810 Index,198.2,211.6,199.6,200.05,4,100,5808.12,5810.0,0.2219178082191781,200.05,5808.12,0.1665019094429087,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05815000,SPX US 01/17/25 C5815 Index,194.8,214.81,196.2,196.65,0,12,5808.12,5815.0,0.2219178082191781,196.65,5808.12,0.16572300035780213,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05820000,SPX US 01/17/25 C5820 Index,191.4,190.37,192.9,193.35,0,179,5808.12,5820.0,0.2219178082191781,193.35,5808.12,0.16501792505473617,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05825000,SPX US 01/17/25 C5825 Index,188.1,212.3,189.6,190.0,0,1719,5808.12,5825.0,0.2219178082191781,190.0,5808.12,0.1642482576341255,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05830000,SPX US 01/17/25 C5830 Index,184.8,186.7,186.3,186.7,0,88,5808.12,5830.0,0.2219178082191781,186.7,5808.12,0.1635058187654032,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05835000,SPX US 01/17/25 C5835 Index,181.6,183.09,183.0,183.45,0,10,5808.12,5835.0,0.2219178082191781,183.45,5808.12,0.16279028582389088,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05840000,SPX US 01/17/25 C5840 Index,178.3,179.36,179.8,180.15,0,100,5808.12,5840.0,0.2219178082191781,180.15,5808.12,0.16200960857953814,Call
20241028,20241025,S&P500,C,20250117,SPX250117C05845000,SPX US 01/17/25 C5845 Index,175.1,176.63,176.6,176.95,0,21,5808.12,5845.0,0.2219178082191781,176.95,5808.12,0.16130119326514733,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06090000,SPX US 03/21/25 C6090 Index,116.3,143.3,117.0,116.7,0,4,5808.12,6090.0,0.39452054794520547,116.7,5808.12,0.13833079062514833,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06100000,SPX US 03/21/25 C6100 Index,112.1,114.56,112.8,112.5,754,14429,5808.12,6100.0,0.39452054794520547,112.5,5808.12,0.13757736658263636,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06110000,SPX US 03/21/25 C6110 Index,107.9,140.1,108.7,108.25,0,4,5808.12,6110.0,0.39452054794520547,108.25,5808.12,0.13672471549198342,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06120000,SPX US 03/21/25 C6120 Index,103.9,135.3,104.7,104.2,0,3,5808.12,6120.0,0.39452054794520547,104.2,5808.12,0.13595825000582326,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06125000,SPX US 03/21/25 C6125 Index,101.9,96.04,102.7,102.25,0,1810,5808.12,6125.0,0.39452054794520547,102.25,5808.12,0.13560797805378794,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06130000,SPX US 03/21/25 C6130 Index,100.0,131.1,100.7,100.2,0,4,5808.12,6130.0,0.39452054794520547,100.2,5808.12,0.1351658489927474,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06140000,SPX US 03/21/25 C6140 Index,96.2,86.0,96.9,96.4,0,50,5808.12,6140.0,0.39452054794520547,96.4,5808.12,0.134461814190555,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06150000,SPX US 03/21/25 C6150 Index,92.5,109.7,93.2,92.7,169,4125,5808.12,6150.0,0.39452054794520547,92.7,5808.12,0.13377096278592687,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06160000,SPX US 03/21/25 C6160 Index,88.9,106.46,89.6,89.0,0,11,5808.12,6160.0,0.39452054794520547,89.0,5808.12,0.1330149256208935,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06170000,SPX US 03/21/25 C6170 Index,85.4,94.5,86.1,85.4,10,2,5808.12,6170.0,0.39452054794520547,85.4,5808.12,0.13227085231212488,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06175000,SPX US 03/21/25 C6175 Index,83.7,90.62,84.4,83.75,0,735,5808.12,6175.0,0.39452054794520547,83.75,5808.12,0.1319935526875508,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06180000,SPX US 03/21/25 C6180 Index,82.0,0.0,82.7,82.0,0,0,5808.12,6180.0,0.39452054794520547,82.0,5808.12,0.13161970773515674,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06190000,SPX US 03/21/25 C6190 Index,78.8,71.1,79.5,78.6,0,16,5808.12,6190.0,0.39452054794520547,78.6,5808.12,0.13090164318041903,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06200000,SPX US 03/21/25 C6200 Index,75.6,77.36,76.3,75.5,136,6894,5808.12,6200.0,0.39452054794520547,75.5,5808.12,0.13036254319474672,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06210000,SPX US 03/21/25 C6210 Index,72.5,84.6,73.2,72.3,1,13,5808.12,6210.0,0.39452054794520547,72.3,5808.12,0.12967393493353338,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06220000,SPX US 03/21/25 C6220 Index,69.5,81.9,70.2,69.25,2,0,5808.12,6220.0,0.39452054794520547,69.25,5808.12,0.12904266575213688,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06225000,SPX US 03/21/25 C6225 Index,68.0,69.33,68.7,67.8,122,2417,5808.12,6225.0,0.39452054794520547,67.8,5808.12,0.12876554609329083,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06230000,SPX US 03/21/25 C6230 Index,66.6,78.7,67.3,66.3,1,57,5808.12,6230.0,0.39452054794520547,66.3,5808.12,0.12842825649027692,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06240000,SPX US 03/21/25 C6240 Index,63.8,70.9,64.5,63.5,2,112,5808.12,6240.0,0.39452054794520547,63.5,5808.12,0.1278757743059125,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06250000,SPX US 03/21/25 C6250 Index,61.1,62.23,61.8,60.8,623,10722,5808.12,6250.0,0.39452054794520547,60.8,5808.12,0.12734404192158402,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06275000,SPX US 03/21/25 C6275 Index,54.8,57.0,55.4,54.35,19,4636,5808.12,6275.0,0.39452054794520547,54.35,5808.12,0.12598695681646402,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06300000,SPX US 03/21/25 C6300 Index,49.0,58.0,49.6,48.45,2,10079,5808.12,6300.0,0.39452054794520547,48.45,5808.12,0.12471240222123683,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06325000,SPX US 03/21/25 C6325 Index,43.7,53.0,44.3,43.05,2,500,5808.12,6325.0,0.39452054794520547,43.05,5808.12,0.12349310793853104,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06350000,SPX US 03/21/25 C6350 Index,38.9,41.9,39.5,38.25,133,8309,5808.12,6350.0,0.39452054794520547,38.25,5808.12,0.12246252702438874,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06375000,SPX US 03/21/25 C6375 Index,34.6,37.3,35.2,33.9,25,132,5808.12,6375.0,0.39452054794520547,33.9,5808.12,0.12149788273632194,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06400000,SPX US 03/21/25 C6400 Index,30.7,31.1,31.3,30.0,1517,7640,5808.12,6400.0,0.39452054794520547,30.0,5808.12,0.12063200749873731,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06425000,SPX US 03/21/25 C6425 Index,27.2,26.19,27.8,26.5,0,862,5808.12,6425.0,0.39452054794520547,26.5,5808.12,0.1198415887946408,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06450000,SPX US 03/21/25 C6450 Index,24.1,23.4,24.6,23.4,0,331,5808.12,6450.0,0.39452054794520547,23.4,5808.12,0.11916795874720953,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06475000,SPX US 03/21/25 C6475 Index,21.3,20.97,21.8,20.7,0,4374,5808.12,6475.0,0.39452054794520547,20.7,5808.12,0.11866467229434635,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06500000,SPX US 03/21/25 C6500 Index,18.8,19.4,19.3,18.2,1025,10326,5808.12,6500.0,0.39452054794520547,18.2,5808.12,0.11807171830513566,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06550000,SPX US 03/21/25 C6550 Index,14.7,15.01,15.0,14.15,69,298,5808.12,6550.0,0.39452054794520547,14.15,5808.12,0.11732767753851411,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06600000,SPX US 03/21/25 C6600 Index,11.4,12.2,11.8,10.95,1,3218,5808.12,6600.0,0.39452054794520547,10.95,5808.12,0.11675007710486825,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06650000,SPX US 03/21/25 C6650 Index,8.9,10.14,9.2,8.55,1,8,5808.12,6650.0,0.39452054794520547,8.55,5808.12,0.11661629376472528,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06700000,SPX US 03/21/25 C6700 Index,7.0,8.0,7.3,6.75,11,11738,5808.12,6700.0,0.39452054794520547,6.75,5808.12,0.11687525098438466,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06800000,SPX US 03/21/25 C6800 Index,4.4,4.56,4.7,4.25,1,15792,5808.12,6800.0,0.39452054794520547,4.25,5808.12,0.11784773639151186,Call
20241028,20241025,S&P500,C,20250321,SPX250321C06900000,SPX US 03/21/25 C6900 Index,2.85,2.85,3.2,2.825,0,7686,5808.12,6900.0,0.39452054794520547,2.825,5808.12,0.11994711333741369,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07000000,SPX US 03/21/25 C7000 Index,1.95,2.1,2.25,1.975,35,4834,5808.12,7000.0,0.39452054794520547,1.975,5808.12,0.1228186731394551,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07100000,SPX US 03/21/25 C7100 Index,1.4,2.7,1.65,1.4,0,3095,5808.12,7100.0,0.39452054794520547,1.4,5808.12,0.1257452541622757,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07200000,SPX US 03/21/25 C7200 Index,1.0,1.2,1.3,1.025,0,3914,5808.12,7200.0,0.39452054794520547,1.025,5808.12,0.1289801088368231,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07300000,SPX US 03/21/25 C7300 Index,0.75,1.2,1.05,0.775,0,235,5808.12,7300.0,0.39452054794520547,0.775,5808.12,0.132479515359626,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07400000,SPX US 03/21/25 C7400 Index,0.55,0.9,0.85,0.625,0,4343,5808.12,7400.0,0.39452054794520547,0.625,5808.12,0.13667463604900643,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07600000,SPX US 03/21/25 C7600 Index,0.3,0.45,0.6,0.4,0,299,5808.12,7600.0,0.39452054794520547,0.4,5808.12,0.1441991474833711,Call
20241028,20241025,S&P500,C,20250321,SPX250321C07800000,SPX US 03/21/25 C7800 Index,0.15,0.4,0.45,0.25,0,885,5808.12,7800.0,0.39452054794520547,0.25,5808.12,0.1506795117175188,Call
20241028,20241025,S&P500,C,20250718,SPX250718C03800000,SPX US 07/18/25 C3800 Index,2118.0,0.0,2136.1,2132.44995,0,0,5808.12,3800.0,0.7205479452054795,2132.44995,5808.12,0.355824912130251,Call
20241028,20241025,S&P500,C,20250718,SPX250718C03850000,SPX US 07/18/25 C3850 Index,2071.0,0.0,2089.1,2085.25,0,1,5808.12,3850.0,0.7205479452054795,2085.25,5808.12,0.35043459173157765,Call
20241028,20241025,S&P500,C,20250718,SPX250718C03875000,SPX US 07/18/25 C3875 Index,2047.5,0.0,2065.6,2061.75,0,4,5808.12,3875.0,0.7205479452054795,2061.75,5808.12,0.34788805764301917,Call
20241028,20241025,S&P500,C,20250718,SPX250718C03900000,SPX US 07/18/25 C3900 Index,2024.0,0.0,2042.1,2038.25,0,0,5808.12,3900.0,0.7205479452054795,2038.25,5808.12,0.34531477352603535,Call
